filename,x1_before,x1_after,y1_before,y1_after,x2_before,x2_after,y2_before,y2_after,width_before,width_after,height_before,height_after,skew_before,skew_after,abs_skew_before,abs_skew_after,delta_x1,delta_y1,delta_x2,delta_y2,delta_width,delta_height,delta_skew,delta_abs_skew,abs_delta_skew
v1_420,428,452,400,408,2592,2592,4220,4228,2164,2140,3820,3820,0.21,0.00,0.21,0.00,24,8,0,8,-24,0,-0.21,-0.21,0.21
v1_421,304,328,368,372,2444,2464,4204,4208,2140,2136,3836,3836,0.11,0.00,0.11,0.00,24,4,20,4,-4,0,-0.11,-0.11,0.11
v1_422,416,436,344,348,2576,2592,4180,4184,2160,2156,3836,3836,-0.32,-0.32,0.32,0.32,20,4,16,4,-4,0,-0.00,0.00,0.00
v1_423,288,320,416,428,2448,2468,4236,4236,2160,2148,3820,3808,-0.21,0.00,0.21,0.00,32,12,20,0,-12,-12,0.21,-0.21,0.21
v1_424,432,456,400,408,2580,2600,4228,4228,2148,2144,3828,3820,-0.32,-0.22,0.32,0.22,24,8,20,0,-4,-8,0.11,-0.11,0.11
v1_425,292,308,348,336,2472,2480,4164,4164,2180,2172,3816,3828,0.00,-0.43,0.00,0.43,16,-12,8,0,-8,12,-0.43,0.43,0.43
v1_426,408,424,336,340,2544,2564,4192,4192,2136,2140,3856,3852,0.00,0.00,0.00,0.00,16,4,20,0,4,-4,0.00,0.00,0.00
v1_427,304,324,356,352,2460,2476,4180,4180,2156,2152,3824,3828,-0.11,-0.32,0.11,0.32,20,-4,16,0,-4,4,-0.21,0.21,0.21
v1_430,368,392,388,392,2532,2552,4228,4228,2164,2160,3840,3836,-0.11,0.11,0.11,0.11,24,4,20,0,-4,-4,0.21,0.00,0.00
v1_431,316,336,372,368,2468,2476,4192,4196,2152,2140,3820,3828,-0.26,-0.52,0.26,0.52,20,-4,8,4,-12,8,-0.26,0.26,0.26
v1_432,420,428,376,380,2564,2580,4196,4196,2144,2152,3820,3816,0.37,-0.33,0.37,0.33,8,4,16,0,8,-4,-0.70,-0.04,0.04
v1_433,300,324,364,368,2484,2488,4176,4180,2184,2164,3812,3812,-0.64,-0.64,0.64,0.64,24,4,4,4,-20,0,-0.01,0.01,0.01
v1_434,404,412,384,380,2576,2572,4180,4188,2172,2160,3796,3808,0.21,0.32,0.21,0.32,8,-4,-4,8,-12,12,0.11,0.11,0.11
v1_437,284,292,360,356,2440,2472,4212,4212,2156,2180,3852,3856,-0.43,-0.53,0.43,0.53,8,-4,32,0,24,4,-0.11,0.11,0.11
v1_438,440,452,368,324,2592,2604,4168,4168,2152,2152,3800,3844,0.21,-1.40,0.21,1.40,12,-44,12,0,0,44,-1.61,1.19,1.19
v1_439,248,268,404,396,2412,2420,4224,4220,2164,2152,3820,3824,-0.22,-0.11,0.22,0.11,20,-8,8,-4,-12,4,0.11,-0.11,0.11
v1_440,448,476,372,372,2624,2644,4192,4196,2176,2168,3820,3824,-0.68,-0.54,0.68,0.54,28,0,20,4,-8,4,0.14,-0.14,0.14
v1_441,268,284,344,340,2424,2448,4132,4132,2156,2164,3788,3792,-0.21,-0.21,0.21,0.21,16,-4,24,0,8,4,0.00,-0.00,0.00
v1_444,456,476,340,344,2604,2624,4172,4172,2148,2148,3832,3828,0.00,0.00,0.00,0.00,20,4,20,0,0,-4,0.00,0.00,0.00
v1_445,276,300,400,404,2432,2448,4220,4224,2156,2148,3820,3820,-0.43,-0.32,0.43,0.32,24,4,16,4,-8,0,0.11,-0.11,0.11
v1_446,444,468,428,416,2600,2616,4260,4252,2156,2148,3832,3836,0.00,-0.21,0.00,0.21,24,-12,16,-8,-8,4,-0.21,0.21,0.21
v1_447,252,276,328,332,2436,2460,4152,4160,2184,2184,3824,3828,-0.42,-0.43,0.42,0.43,24,4,24,8,0,4,-0.00,0.00,0.00
v1_448,468,488,364,364,2608,2620,4176,4180,2140,2132,3812,3816,0.00,0.00,0.00,0.00,20,0,12,4,-8,4,0.00,0.00,0.00
v1_449,264,280,396,404,2420,2436,4216,4212,2156,2156,3820,3808,-0.21,-0.21,0.21,0.21,16,8,16,-4,0,-12,0.00,0.00,0.00
v1_452,480,496,340,348,2620,2640,4172,4172,2140,2144,3832,3824,0.00,-0.22,0.00,0.22,16,8,20,0,4,-8,-0.22,0.22,0.22
v1_453,272,288,396,396,2440,2456,4240,4236,2168,2168,3844,3840,0.43,0.43,0.43,0.43,16,0,16,-4,0,-4,0.00,0.00,0.00
v1_454,452,476,392,392,2616,2636,4240,4244,2164,2160,3848,3852,-0.75,-0.64,0.75,0.64,24,0,20,4,-4,4,0.11,-0.11,0.11
v1_455,296,308,348,348,2448,2468,4176,4180,2152,2160,3828,3832,-0.21,-0.21,0.21,0.21,12,0,20,4,8,4,0.00,-0.00,0.00
v1_458,472,484,380,376,2612,2624,4224,4220,2140,2140,3844,3844,0.00,0.54,0.00,0.54,12,-4,12,-4,0,0,0.54,0.54,0.54
v1_459,280,316,384,384,2472,2472,4244,4248,2192,2156,3860,3864,0.32,0.32,0.32,0.32,36,0,0,4,-36,4,0.01,0.01,0.01
v1_460,432,448,384,388,2584,2600,4248,4248,2152,2152,3864,3860,-0.32,-0.32,0.32,0.32,16,4,16,0,0,-4,-0.00,0.00,0.00
v1_461,244,268,336,336,2404,2424,4164,4164,2160,2156,3828,3828,-0.21,-0.21,0.21,0.21,24,0,20,0,-4,0,-0.00,0.00,0.00
v1_464,440,456,376,372,2608,2620,4208,4208,2168,2164,3832,3836,0.21,0.65,0.21,0.65,16,-4,12,0,-4,4,0.43,0.43,0.43
v1_465,308,328,304,296,2480,2496,4124,4136,2172,2168,3820,3840,-0.43,-0.32,0.43,0.32,20,-8,16,12,-4,20,0.11,-0.11,0.11
v1_466,392,416,308,308,2608,2616,4140,4140,2216,2200,3832,3832,0.74,0.64,0.74,0.64,24,0,8,0,-16,0,-0.10,-0.10,0.10
v1_467,272,292,352,352,2448,2468,4192,4196,2176,2176,3840,3844,0.32,0.32,0.32,0.32,20,0,20,4,0,4,0.00,0.00,0.00
v1_468,440,456,332,320,2596,2620,4204,4140,2156,2164,3872,3820,0.00,-0.11,0.00,0.11,16,-12,24,-64,8,-52,-0.11,0.11,0.11
v1_469,320,340,388,388,2460,2476,4240,4240,2140,2136,3852,3852,0.11,0.21,0.11,0.21,20,0,16,0,-4,0,0.11,0.11,0.11
v1_470,432,448,372,368,2576,2588,4188,4192,2144,2140,3816,3824,0.00,-0.22,0.00,0.22,16,-4,12,4,-4,8,-0.22,0.22,0.22
v1_473,288,300,392,388,2432,2448,4220,4228,2144,2148,3828,3840,-0.11,-0.21,0.11,0.21,12,-4,16,8,4,12,-0.11,0.11,0.11
v1_474,424,460,352,360,2628,2632,4204,4208,2204,2172,3852,3848,0.64,0.00,0.64,0.00,36,8,4,4,-32,-4,-0.64,-0.64,0.64
v1_475,308,324,376,376,2456,2504,4196,4192,2148,2180,3820,3816,-0.21,-0.22,0.21,0.22,16,0,48,-4,32,-4,-0.00,0.00,0.00
v1_476,432,444,380,388,2572,2596,4224,4224,2140,2152,3844,3836,-0.32,-0.43,0.32,0.43,12,8,24,0,12,-8,-0.11,0.11,0.11
v1_477,264,284,352,356,2412,2412,4172,4172,2148,2128,3820,3816,0.00,0.11,0.00,0.11,20,4,0,0,-20,-4,0.11,0.11,0.11
v1_478,460,484,364,364,2596,2684,4196,4196,2136,2200,3832,3832,0.11,0.10,0.11,0.10,24,0,88,0,64,0,-0.00,-0.00,0.00
v1_479,288,308,388,380,2440,2460,4192,4196,2152,2152,3804,3816,0.00,-0.22,0.00,0.22,20,-8,20,4,0,12,-0.22,0.22,0.22
v1_482,408,440,344,344,2576,2600,4164,4168,2168,2160,3820,3824,-0.11,-0.11,0.11,0.11,32,0,24,4,-8,4,-0.00,0.00,0.00
v1_483,256,284,348,348,2416,2428,4248,4248,2160,2144,3900,3900,-0.65,-0.65,0.65,0.65,28,0,12,0,-16,0,-0.00,0.00,0.00
v1_484,480,504,380,380,2632,2648,4228,4228,2152,2144,3848,3848,0.21,0.21,0.21,0.21,24,0,16,0,-8,0,0.00,0.00,0.00
v1_485,244,272,308,308,2392,2420,4156,4152,2148,2148,3848,3844,0.11,0.11,0.11,0.11,28,0,28,-4,0,-4,-0.00,-0.00,0.00
v1_486,420,436,296,292,2608,2644,4168,4168,2188,2208,3872,3876,-0.64,-0.74,0.64,0.74,16,-4,36,0,20,4,-0.10,0.10,0.10
v1_487,252,272,400,400,2428,2448,4244,4248,2176,2176,3844,3848,-0.32,-0.32,0.32,0.32,20,0,20,4,0,4,0.00,0.00,0.00
v1_488,452,476,412,412,2612,2632,4256,4256,2160,2156,3844,3844,-0.11,-0.11,0.11,0.11,24,0,20,0,-4,0,-0.00,0.00,0.00
v1_489,240,280,280,316,2404,2424,4140,4140,2164,2144,3860,3824,0.75,0.11,0.75,0.11,40,36,20,0,-20,-36,-0.64,-0.64,0.64
v1_490,448,476,336,336,2612,2624,4172,4176,2164,2148,3836,3840,-0.43,-0.32,0.43,0.32,28,0,12,4,-16,4,0.11,-0.11,0.11
v1_491,256,280,304,284,2400,2412,4140,4140,2144,2132,3836,3856,0.00,-0.54,0.00,0.54,24,-20,12,0,-12,20,-0.54,0.54,0.54
v1_492,448,468,296,292,2608,2612,4096,4096,2160,2144,3800,3804,0.32,0.11,0.32,0.11,20,-4,4,0,-16,4,-0.22,-0.22,0.22
v1_493,276,300,416,404,2412,2436,4232,4228,2136,2136,3816,3824,0.00,0.00,0.00,0.00,24,-12,24,-4,0,8,0.00,0.00,0.00
v1_494,460,480,412,412,2604,2624,4240,4240,2144,2144,3828,3828,-0.32,-0.32,0.32,0.32,20,0,20,0,0,0,-0.00,0.00,0.00
v1_495,240,256,308,316,2404,2420,4128,4132,2164,2164,3820,3816,-0.21,-0.11,0.21,0.11,16,8,16,4,0,-4,0.11,-0.11,0.11
v1_496,452,480,320,312,2620,2620,4136,4132,2168,2140,3816,3820,0.00,0.11,0.00,0.11,28,-8,0,-4,-28,4,0.11,0.11,0.11
v1_497,284,308,424,428,2424,2444,4252,4252,2140,2136,3828,3824,0.00,0.00,0.00,0.00,24,4,20,0,-4,-4,0.00,0.00,0.00
v1_498,480,496,416,412,2620,2652,4232,4232,2140,2156,3816,3820,-0.11,-0.22,0.11,0.22,16,-4,32,0,16,4,-0.11,0.11,0.11
v1_499,304,336,376,384,2500,2520,4252,4248,2196,2184,3876,3864,-0.75,-0.64,0.75,0.64,32,8,20,-4,-12,-12,0.10,-0.10,0.10
v1_500,404,424,392,400,2580,2592,4224,4220,2176,2168,3832,3820,0.53,0.32,0.53,0.32,20,8,12,-4,-8,-12,-0.21,-0.21,0.21
v1_501,300,332,292,312,2484,2472,4152,4160,2184,2140,3860,3848,0.21,-0.22,0.21,0.22,32,20,-12,8,-44,-12,-0.43,0.00,0.00
v1_502,380,404,316,324,2548,2564,4148,4144,2168,2160,3832,3820,0.43,0.11,0.43,0.11,24,8,16,-4,-8,-12,-0.32,-0.32,0.32
v1_503,296,316,388,388,2456,2480,4224,4228,2160,2164,3836,3840,-0.54,0.00,0.54,0.00,20,0,24,4,4,4,0.54,-0.54,0.54
v1_504,424,444,392,408,2568,2584,4232,4236,2144,2140,3840,3828,0.11,0.00,0.11,0.00,20,16,16,4,-4,-12,-0.11,-0.11,0.11
v1_505,284,308,300,300,2452,2460,4128,4132,2168,2152,3828,3832,0.11,0.21,0.11,0.21,24,0,8,4,-16,4,0.11,0.11,0.11
v1_506,412,432,312,312,2552,2576,4140,4140,2140,2144,3828,3828,-0.11,-0.21,0.11,0.21,20,0,24,0,4,0,-0.11,0.11,0.11
v1_509,272,300,404,408,2440,2452,4228,4228,2168,2152,3824,3820,-0.21,-0.11,0.21,0.11,28,4,12,0,-16,-4,0.11,-0.11,0.11
v1_510,440,460,412,408,2600,2620,4232,4232,2160,2160,3820,3824,0.43,0.43,0.43,0.43,20,-4,20,0,0,4,0.00,0.00,0.00
v1_512,424,448,292,284,2576,2596,4112,4112,2152,2148,3820,3828,0.21,0.76,0.21,0.76,24,-8,20,0,-4,8,0.54,0.54,0.54
v1_513,292,320,392,380,2448,2460,4224,4228,2156,2140,3832,3848,0.22,-0.54,0.22,0.54,28,-12,12,4,-16,16,-0.76,0.32,0.32
v1_514,456,484,376,372,2596,2620,4224,4224,2140,2136,3848,3852,-0.21,-0.43,0.21,0.43,28,-4,24,0,-4,4,-0.22,0.22,0.22
v1_515,268,296,364,372,2424,2444,4232,4232,2156,2148,3868,3860,-0.32,-0.22,0.32,0.22,28,8,20,0,-8,-8,0.10,-0.10,0.10
v1_516,476,504,356,356,2624,2648,4184,4184,2148,2144,3828,3828,0.11,0.11,0.11,0.11,28,0,24,0,-4,0,0.00,0.00,0.00
v1_517,260,280,368,376,2432,2420,4232,4232,2172,2140,3864,3856,0.00,0.00,0.00,0.00,20,8,-12,0,-32,-8,0.00,0.00,0.00
v1_518,412,440,344,344,2584,2608,4200,4200,2172,2168,3856,3856,-0.43,-0.53,0.43,0.53,28,0,24,0,-4,0,-0.11,0.11,0.11
v1_519,288,316,388,392,2432,2472,4224,4228,2144,2156,3836,3836,-0.11,0.00,0.11,0.00,28,4,40,4,12,0,0.11,-0.11,0.11
v1_520,464,488,380,384,2608,2620,4208,4212,2144,2132,3828,3828,-0.11,0.00,0.11,0.00,24,4,12,4,-12,0,0.11,-0.11,0.11
v1_521,252,280,360,352,2420,2420,4200,4200,2168,2140,3840,3848,0.00,0.99,0.00,0.99,28,-8,0,0,-28,8,0.99,0.99,0.99
v1_522,444,468,340,348,2588,2608,4188,4192,2144,2140,3848,3844,0.11,0.11,0.11,0.11,24,8,20,4,-4,-4,0.00,0.00,0.00
v1_523,308,328,320,324,2456,2480,4168,4168,2148,2152,3848,3844,-0.43,-0.32,0.43,0.32,20,4,24,0,4,-4,0.11,-0.11,0.11
v1_524,376,396,304,308,2536,2552,4144,4144,2160,2156,3840,3836,0.32,0.22,0.32,0.22,20,4,16,0,-4,-4,-0.11,-0.11,0.11
v1_525,332,352,340,328,2488,2516,4160,4160,2156,2164,3820,3832,-0.32,-0.75,0.32,0.75,20,-12,28,0,8,12,-0.43,0.43,0.43
v1_526,392,412,356,360,2548,2572,4196,4192,2156,2160,3840,3832,0.11,0.11,0.11,0.11,20,4,24,-4,4,-8,0.00,0.00,0.00
v1_527,300,320,368,372,2444,2468,4192,4192,2144,2148,3824,3820,-0.11,0.00,0.11,0.00,20,4,24,0,4,-4,0.11,-0.11,0.11
v1_528,380,400,368,364,2544,2564,4188,4188,2164,2164,3820,3824,0.00,180.00,0.00,180.00,20,-4,20,0,0,4,180.00,180.00,180.00
v1_529,348,368,384,364,2492,2508,4192,4196,2144,2140,3808,3832,-0.11,-0.11,0.11,0.11,20,-20,16,4,-4,24,0.00,0.00,0.00
v1_530,408,428,364,360,2564,2584,4188,4188,2156,2156,3824,3828,0.00,0.00,0.00,0.00,20,-4,20,0,0,4,0.00,0.00,0.00
v1_531,268,288,356,352,2440,2464,4220,4216,2172,2176,3864,3864,-0.43,-0.43,0.43,0.43,20,-4,24,-4,4,0,0.00,0.00,0.00
v1_532,464,484,376,376,2636,2652,4192,4192,2172,2168,3816,3816,0.32,0.32,0.32,0.32,20,0,16,0,-4,0,0.00,0.00,0.00
v1_533,232,248,360,360,2440,2432,4220,4224,2208,2184,3860,3864,-0.53,-0.53,0.53,0.53,16,0,-8,4,-24,4,-0.01,0.01,0.01
v1_534,432,452,360,364,2588,2608,4188,4188,2156,2156,3828,3824,0.32,0.32,0.32,0.32,20,4,20,0,0,-4,0.00,0.00,0.00
v1_535,264,284,368,372,2404,2428,4192,4188,2140,2144,3824,3816,0.00,0.00,0.00,0.00,20,4,24,-4,4,-8,0.00,0.00,0.00
v1_536,488,508,348,356,2628,2648,4184,4184,2140,2140,3836,3828,0.11,0.11,0.11,0.11,20,8,20,0,0,-8,0.00,0.00,0.00
v1_537,220,240,328,332,2376,2388,4144,4140,2156,2148,3816,3808,0.11,-0.11,0.11,0.11,20,4,12,-4,-8,-8,-0.21,0.00,0.00
v1_538,464,488,348,344,2628,2616,4176,4180,2164,2128,3828,3836,0.00,0.11,0.00,0.11,24,-4,-12,4,-36,8,0.11,0.11,0.11
v1_539,264,292,328,328,2472,2484,4144,4148,2208,2192,3816,3820,-0.53,0.00,0.53,0.00,28,0,12,4,-16,4,0.53,-0.53,0.53
v1_540,400,424,344,344,2572,2584,4168,4172,2172,2160,3824,3828,0.54,0.54,0.54,0.54,24,0,12,4,-12,4,0.00,0.00,0.00
v1_541,268,296,348,356,2452,2468,4176,4176,2184,2172,3828,3820,-0.75,-0.43,0.75,0.43,28,8,16,0,-12,-8,0.32,-0.32,0.32
v1_542,428,456,376,372,2596,2620,4188,4196,2168,2164,3812,3824,0.32,0.32,0.32,0.32,28,-4,24,8,-4,12,-0.00,-0.00,0.00
v1_543,248,264,344,352,2408,2444,4164,4168,2160,2180,3820,3816,-0.43,-0.43,0.43,0.43,16,8,36,4,20,-4,0.00,0.00,0.00
v1_544,416,436,364,364,2572,2596,4176,4180,2156,2160,3812,3816,0.21,0.21,0.21,0.21,20,0,24,4,4,4,0.00,0.00,0.00
v1_545,292,312,372,372,2444,2464,4172,4168,2152,2152,3800,3796,-0.11,-0.11,0.11,0.11,20,0,20,-4,0,-4,0.00,0.00,0.00
v1_546,440,472,344,344,2608,2624,4176,4180,2168,2152,3832,3836,0.32,0.11,0.32,0.11,32,0,16,4,-16,4,-0.21,-0.21,0.21
v1_547,256,288,376,368,2408,2444,4228,4228,2152,2156,3852,3860,0.00,-0.21,0.00,0.21,32,-8,36,0,4,8,-0.21,0.21,0.21
v1_548,504,536,364,368,2664,2688,4204,4208,2160,2152,3840,3840,-0.32,-0.11,0.32,0.11,32,4,24,4,-8,0,0.21,-0.21,0.21
v1_549,192,228,380,384,2384,2412,4264,4264,2192,2184,3884,3880,-0.32,-0.32,0.32,0.32,36,4,28,0,-8,-4,-0.00,0.00,0.00
v1_550,432,468,380,380,2648,2620,4276,4252,2216,2152,3896,3872,-0.42,-0.43,0.42,0.43,36,0,-28,-24,-64,-24,-0.01,0.01,0.01
v1_551,292,320,360,360,2428,2452,4184,4188,2136,2132,3824,3828,-0.32,-0.32,0.32,0.32,28,0,24,4,-4,4,-0.00,0.00,0.00
v1_556,392,464,424,420,2572,2628,4288,4288,2180,2164,3864,3868,-0.53,-0.64,0.53,0.64,72,-4,56,0,-16,4,-0.11,0.11,0.11
v1_557,168,224,428,428,2352,2380,4280,4276,2184,2156,3852,3848,0.21,0.21,0.21,0.21,56,0,28,-4,-28,-4,0.00,0.00,0.00
v1_558,544,572,368,372,2692,2720,4228,4232,2148,2148,3860,3860,-0.43,-0.43,0.43,0.43,28,4,28,4,0,0,-0.00,0.00,0.00
v1_559,184,212,424,424,2328,2352,4252,4252,2144,2140,3828,3828,0.00,-0.11,0.00,0.11,28,0,24,0,-4,0,-0.11,0.11,0.11
v1_560,472,492,384,388,2624,2648,4244,4248,2152,2156,3860,3860,0.11,0.11,0.11,0.11,20,4,24,4,4,0,-0.00,-0.00,0.00
